targa,cliente_id,marca,modello,versione,motore,telaio,data_immatricolazione,data_revisione,note,raw_promek
AP854NT,64d62d28-922a-4e98-b641-8c0ede0a5d71,CITROËN,Saxo,1.5 D 3p. SX,"VJZ,TUD5",VF7S0VJZF56334438,1997-07-15,2023-05-23,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Saxo"", ""versione_orig"": ""1.5 D 3p. SX""}"
AP871RM,23d4ea40-3c5e-4832-9254-db684bfa3ad1,FORD,Fiesta,1.2,ZH12DHA,WF0BXXBAJBVD82273,1998-03-13,2014-12-23,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""Fiesta"", ""versione_orig"": ""1.2""}"
AR071RR,d76869fd-0932-4976-b7ea-5cfc4f120ba7,FIAT,Cinquecento,900i S,1170A1046,ZFA17000001031233,1997-10-10,2021-02-20,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Cinquecento"", ""versione_orig"": ""900i S""}"
AR135RM,bae65cb5-1f47-4c6a-99d8-08f641f39db7,SEAT,Ibiza,1.4,AEX,VSSZZZ6KZVR201790,1997-07-23,,,"{""marca_orig"": ""Seat"", ""modello_orig"": ""Ibiza"", ""versione_orig"": ""1.4""}"
AR144RJ,b370f68e-f976-4b1e-9375-7025c12e3f1c,VOLKSWAGEN,Golf 4ª serie,Golf 1.9 TDI 110CV 5p. C.line,AHF,WVWZZZ1JZXW138632,1998-08-07,2018-07-13,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 4ª serie"", ""versione_orig"": ""Golf 1.9 TDI 110CV 5p. C.line""}"
AR17FBI,0a1147c9-c23f-46ac-a0be-dffcb6a04974,DACIA,Duster,1.5 dCi,K9K796,UU1HSDAW543716760,2010-07-29,,,"{""marca_orig"": ""Dacia"", ""modello_orig"": ""Duster"", ""versione_orig"": ""1.5 dCi""}"
AR454RR,92a54e8b-a714-43f1-828f-d444997ef221,TOYOTA,Picnic,Picnic 2.0i 16V,3SFE,JT172SM1000054156,1997-10-22,2018-09-25,,"{""marca_orig"": ""TOYOTA"", ""modello_orig"": ""Picnic"", ""versione_orig"": ""Picnic 2.0i 16V""}"
AR599RT,72e2108d-d23c-43ef-bfa9-64fb92d96060,OPEL,Tigra,1.6 16V,X16XE,W0L0SAF07W4083459,2000-05-12,2023-12-01,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Tigra"", ""versione_orig"": ""1.6 16V""}"
AR768RR,93189829-244a-4b48-a106-553e1bd04f8a,RENAULT,Twingo 1ª serie,Twingo 1.2 Base,"D7FC7,D7FB7,D7F700",VF1C0660517129553,1997-10-29,2023-11-24,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Twingo 1ª serie"", ""versione_orig"": ""Twingo 1.2 Base""}"
AR880RS,0a1147c9-c23f-46ac-a0be-dffcb6a04974,FIAT,Ducato,2.5 TD,814047,,,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Ducato"", ""versione_orig"": ""2.5 TD""}"
AR889SR,f176a26b-dbb4-4327-a291-d5f741899fa4,HONDA,CR-V,2,B20B3,JHLRD1750WC012419,1997-11-21,,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""CR-V"", ""versione_orig"": ""2""}"
AR906RB,09dbf400-809c-45a3-a9bb-92506de54eb2,FORD,Trans/Tour/Bus 2000,,,WF0LXXGBVLVR76882,1997-07-29,2020-06-23,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Trans/Tour/Bus 2000"", ""altro"": ""FORD WAG EBENAS/3 TRANSIT 100S VAN 2.5""}"
AR996RP,02646bcb-75f7-4925-a43c-e67da0f5fb0e,LANCIA,Ypsilon,1.2,188A4000,,,,,"{""marca_orig"": ""Lancia"", ""modello_orig"": ""Ypsilon"", ""versione_orig"": ""1.2""}"
AS812FE,b6d333ce-4802-4492-a02c-6ebdd863d09a,LANCIA,Ypsilon,1.1 Elefantino,176B2000,,1997-08-01,2016-05-23,,"{""marca_orig"": ""Lancia"", ""modello_orig"": ""Ypsilon"", ""versione_orig"": ""1.1 Elefantino""}"
AT430TK,b6386f8c-d00d-4abe-b150-40e45283b8ae,SEAT,Ibiza,1,AAU,VSSZZZ6KZVR171298,1997-07-03,2015-07-13,,"{""marca_orig"": ""Seat"", ""modello_orig"": ""Ibiza"", ""versione_orig"": ""1""}"
AT824RN,7c298bd3-0d04-4aa0-80c1-0f46108627e4,RENAULT,Mégane,1.6,K7M702,VF1JA0F0516958373,1997-09-30,2015-09-22,,"{""marca_orig"": ""Renault"", ""modello_orig"": ""Mégane"", ""versione_orig"": ""1.6""}"
AT927TF,72e482ff-7ebd-4369-b442-b7c1a00240f6,,,,,WF0AXXGBVAVJ81574,1997-07-15,2020-02-06,,"{""altro"": ""FORD TRANSIT 2.5 DI""}"
AT990RH,2de12700-6e69-4f4f-9534-f82cfde092e0,ISUZU,,,,JAANPR69GV7100177,1997-11-10,2022-09-21,,"{""marca_orig"": ""ISUZU"", ""altro"": ""ISUZU ELF 3.1 TD NPR 3,35 RIBALTABILE""}"
AV115DJ,4885f82b-3f73-442d-b6c3-3231f172ba61,PEUGEOT,106,954i 3p. XN,"CDZ,TU9M",VF31CCDZE51938826,1997-07-21,2019-09-05,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""106"", ""versione_orig"": ""954i 3p. XN""}"
AV981ZA,63b5a1db-ac4f-4971-bef1-11d43b5939fd,AUDI,A3 1ª serie,A3 1.6 3p. Attraction,AKL,WAUZZZ8LZXA046245,1999-01-26,2023-01-10,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A3 1ª serie"", ""versione_orig"": ""A3 1.6 3p. Attraction""}"
AW110TM,b60744a3-4faa-4ef1-88d3-33b68c389853,MITSUBISHI,,,,TYBFB631E4DN01269,1998-07-14,2021-07-30,,"{""marca_orig"": ""MITSUBISHI"", ""altro"": ""CANTER""}"
AX894RZ,25d96af5-25e2-4497-82c9-08a8cb6eb9b5,,,,,ZFA23000005552668,1999-12-06,2018-11-08,,
AY362DH,dc7daa1d-a7d3-4dfe-b3d3-98a13f31061d,VOLKSWAGEN,Lupo,1,"AUC,ALD",WVWZZZ6XZXW027621,1998-11-16,2025-07-08,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Lupo"", ""versione_orig"": ""1""}"
AZ071BD,27264cd4-5d16-49bc-843f-bb531715fdf8,RENAULT,Master,2.8 DTi,S9W700,VF1UDCCK517655058,1998-06-24,2014-05-29,,"{""marca_orig"": ""Renault"", ""modello_orig"": ""Master"", ""versione_orig"": ""2.8 DTi""}"
AZ106MN,44360642-8812-4839-95b3-3dfa4c6db254,RENAULT,Clio,1.2,D7F730,VF1557K0F17487087,1998-05-16,2014-08-19,,"{""marca_orig"": ""Renault"", ""modello_orig"": ""Clio"", ""versione_orig"": ""1.2""}"
AZ225PE,318fcc16-b7e3-4a1a-b342-2b25806b84a0,FIAT,Punto,1.1 55,176B2000,ZFA17600004755420,1998-12-23,2015-01-17,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Punto"", ""versione_orig"": ""1.1 55""}"
AZ301NJ,3716d570-a069-44ed-9d88-0bd32bdb5133,NISSAN,,,,VWAKE0558WA787487,1998-11-23,,,"{""marca_orig"": ""NISSAN"", ""altro"": ""TRADE 100 - MOT.BD30TI - 78 KW""}"
AZ443NN,605cb3fe-11ba-40d1-9e0b-ab5ac37e1f2c,AUDI,A4 1ª serie,A4 1.8 turbo,AEB,WAUZZZ8DZWA254595,1998-09-02,2018-10-27,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A4 1ª serie"", ""versione_orig"": ""A4 1.8 turbo""}"
AZ582ZM,aa9e7d52-1905-4c3b-bff9-7251905d2001,NISSAN,Trade,3.0 TDIC,BD30TI,VWAKE0558WA788662,1998-12-24,2015-08-13,,"{""marca_orig"": ""Nissan"", ""modello_orig"": ""Trade"", ""versione_orig"": ""3.0 TDIC""}"
AZ820NF,51bfea99-2c5e-4834-b984-b687d1179af4,IVECO,Daily (1996-2001),Daily 35.10 2.8 TD PL Cabinato Basic,814023,ZCFC3570102267309,1998-08-31,2021-10-12,,"{""marca_orig"": ""IVECO"", ""modello_orig"": ""Daily (1996-2001)"", ""versione_orig"": ""Daily 35.10 2.8 TD PL Cabinato Basic""}"
AZ950NR,8201038d-dfae-4d4c-9c62-b7524fbe765e,FIAT,600,1.1,176B2000,ZFA18700000065110,1998-09-23,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""600"", ""versione_orig"": ""1.1""}"
B61BVB,61c9f55a-54f9-4436-bd3c-12c938caa4be,OPEL,Astra,2.0 CDTi,A20DTH,W0LPE8ENXB8099531,2011-06-03,,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Astra"", ""versione_orig"": ""2.0 CDTi""}"
BA017SM,76fb2155-8cf8-413e-bab0-7dc4353dede9,NISSAN,Cabstar (2ª serie),Cabstar 95.28 2.7 Td PC Autocarro L,TD27,VWAKE0558WA787488,1999-01-13,2021-04-15,,"{""marca_orig"": ""NISSAN"", ""modello_orig"": ""Cabstar (2ª serie)"", ""versione_orig"": ""Cabstar 95.28 2.7 Td PC Autocarro L"", ""altro"": ""TRADE 2953 CC - 78 KW""}"
BA252EZ,8e5e5bf4-df7b-4a93-82ee-3a9cf4cf7fc6,,,,,,,,,"{""altro"": ""OPEL ASTRA 1.6 16V""}"
BA299FE,c2a9132f-b139-4c1d-8bf4-e1c41edfeba6,RENAULT,Twingo,1.2,D7F700,VF1C066M519065544,1998-11-12,,,"{""marca_orig"": ""Renault"", ""modello_orig"": ""Twingo"", ""versione_orig"": ""1.2""}"
BA343FE,988e1658-b24e-412c-a633-c135a59c21f9,HONDA,Accord,2.0 Vtec,F20B5,1HGCG4160WA601393,1998-11-13,2015-12-29,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Accord"", ""versione_orig"": ""2.0 Vtec""}"
BA842FE,e95086a6-c323-47f7-8884-8d765c5b12b9,FIAT,Ducato,15 2.8 JTD,814043S,ZFA23000005599229,1999-03-12,2016-05-14,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Ducato"", ""versione_orig"": ""15 2.8 JTD""}"
BA846FC,5c10fb41-0b3d-46ba-b541-a66e0051adcb,NISSAN,Pick-up (2ª s.),Pick-up 2.5 TD 2p. King Cab,"TD25TI,TD25",JN1BGUD22U0001449,1999-01-18,2019-02-26,,"{""marca_orig"": ""NISSAN"", ""modello_orig"": ""Pick-up (2ª s.)"", ""versione_orig"": ""Pick-up 2.5 TD 2p. King Cab""}"
BA955FE,d0bffc3b-6dbb-427b-9179-cf0eb6c4022e,FIAT,Punto,1.1 55,176B2000,ZFA17600001030137,1998-12-21,2017-01-26,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Punto"", ""versione_orig"": ""1.1 55""}"
BAS235EX,4c6e68f0-5ed4-4842-ae21-a84a1ca50555,FIAT,Punto,1.2 60 SX,176B1000,ZFA17600005307022,1998-07-28,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Punto"", ""versione_orig"": ""1.2 60 SX""}"
BB238XH,f073f562-9b35-4c45-980a-a1323ba80b1e,MITSUBISHI,Space Star,1.3,4G13,XMCLNDG1AXF019383,1999-02-26,,,"{""marca_orig"": ""Mitsubishi"", ""modello_orig"": ""Space Star"", ""versione_orig"": ""1.3""}"
BB247HX,8f61a277-5e82-4f8f-a5ec-e5b587590999,ALFA ROMEO,146,1.8i 16V T.S. L,AR32201,ZAR93000002214059,1999-02-15,,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""146"", ""versione_orig"": ""1.8i 16V T.S. L""}"
BB511KW,3f4094e4-6db0-4001-9dba-cd635970f167,SUZUKI,Alto,1,K10B,A005036CR090399,1999-09-11,2014-11-28,,"{""marca_orig"": ""Suzuki"", ""modello_orig"": ""Alto"", ""versione_orig"": ""1""}"
BB606KV,605cb3fe-11ba-40d1-9e0b-ab5ac37e1f2c,FIAT,Punto,,,ZFA17600005341110,1999-02-09,2019-02-23,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Punto""}"
BB754JR,d764d538-afbe-424f-aac3-b24f8def098b,MERCEDES-BENZ,Classe C   (W/S202),C 200 Classic,111941,WDB12322010007175,1999-02-25,2017-09-29,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Classe C   (W/S202)"", ""versione_orig"": ""C 200 Classic"", ""altro"": ""200 - KW 80,22""}"
BB830JD,460e6270-778e-4090-9cd7-5e0983fe1a88,VOLKSWAGEN,Passat,1.9 TDi (Syncro),AFN,WVWZZZ3BZXE333991,1999-02-02,,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Passat"", ""versione_orig"": ""1.9 TDi (Syncro)""}"
BB859EV,a705e087-3a59-48e8-b092-407afb9470e6,MERCEDES-BENZ,Classe A   (W/V168),A 160 Classic,166960,WDB1680331J136004,1999-01-04,2026-02-18,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Classe A   (W/V168)"", ""versione_orig"": ""A 160 Classic""}"
BC028BC,0544fd84-e8af-489a-b384-58b0790ecbb4,,,,,WOLOTGF48X2159369,1999-02-05,2014-12-05,,"{""altro"": ""OPEL ASTRA 2.0 DI""}"
BC060WK,84747ffa-7bb9-4590-9e56-190bc877ea39,HONDA,Accord,2.0 Vtec,F20B5,1HGCG4160XA601435,1999-05-21,2015-07-01,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Accord"", ""versione_orig"": ""2.0 Vtec""}"
BC100VC,79ce0ce8-ddef-4f62-9c0c-d8f8948a48d9,DAEWOO,Matiz,0.8,F8CV,KLY4A11BDXC188349,1999-04-13,2015-06-25,,"{""marca_orig"": ""Daewoo"", ""modello_orig"": ""Matiz"", ""versione_orig"": ""0.8""}"
BC235MJ,02654481-ce0f-45eb-9f37-f8ae87ad9f30,BMW,Serie 3,318d 2.0,M47204D1,WBAAL710X0KE46177,1999-03-17,2015-08-21,,"{""marca_orig"": ""Bmw"", ""modello_orig"": ""Serie 3"", ""versione_orig"": ""318d 2.0""}"
BC328MT,d3df040a-adfb-4e95-8d0e-d1829c1dfbe7,FORD,Fiesta,1.3,BL13EIFNJ4C,WF0BXXCAUBWG59583,1999-03-30,2015-05-18,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""Fiesta"", ""versione_orig"": ""1.3""}"
BC356VE,d9140444-b587-439d-a314-65b7fdf00317,SEAT,Ibiza 2ª serie,Ibiza 1.9 D  5p. Entry,1Y,VSSZZZ6KZXR285386,1999-05-28,2021-10-13,,"{""marca_orig"": ""SEAT"", ""modello_orig"": ""Ibiza 2ª serie"", ""versione_orig"": ""Ibiza 1.9 D  5p. Entry""}"
BC455VN,9280eec2-c348-4fd2-81fb-c779848ccd45,RENAULT,Clio,1.2,D7F720,,,,,"{""marca_orig"": ""Renault"", ""modello_orig"": ""Clio"", ""versione_orig"": ""1.2""}"
BC577EX,da13c08b-787f-46cc-a82f-036d4e5c6c25,PEUGEOT,206,1.1 5p. XR,"HFX,HFZ,TU1JP",VF32AHFZE40202470,1999-03-04,2018-01-30,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""206"", ""versione_orig"": ""1.1 5p. XR""}"
BC677VE,0b664582-0ac2-453c-847f-8caca28b34d7,LANCIA,Ypsilon,1.2 Elefantino,840A3000,ZLA84000001419701,1999-06-03,2017-09-28,,"{""marca_orig"": ""Lancia"", ""modello_orig"": ""Ypsilon"", ""versione_orig"": ""1.2 Elefantino""}"
BC801VV,dc9059c9-9dd2-4a1c-a6ce-8612150ddcc8,VOLKSWAGEN,Golf,1.9 TDi,ATD,,,2016-12-02,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Golf"", ""versione_orig"": ""1.9 TDi""}"
BC814KZ,40913337-d9bd-4175-86b2-4126f2fe9814,SEAT,Toledo 3ª serie,,,,,,,"{""marca_orig"": ""SEAT"", ""modello_orig"": ""Toledo 3ª serie""}"
BC874VT,d80bf095-92fa-4bce-af54-278a7c8dbdd9,PEUGEOT,206,1.1,TU1JP,VF32AHFZE40317311,1999-05-05,,,"{""marca_orig"": ""Peugeot"", ""modello_orig"": ""206"", ""versione_orig"": ""1.1""}"
BC939WK,010f9b6b-5a57-41f3-9a88-64f230b446ff,HONDA,CR-V,2,B20B3,JHLRD1740XC220908,1999-07-02,2016-02-15,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""CR-V"", ""versione_orig"": ""2""}"
BC955VE,0f03e470-2b0a-445a-b742-d2ef96bfd680,FIAT,Panda,900 i.e. Young,1170A1046,ZFA141A0001595807,1999-06-10,2019-06-28,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda"", ""versione_orig"": ""900 i.e. Young""}"
BD130ZC,dfc0430f-01af-4580-aad0-4a5f14481131,MAZDA,MX-5 1ª serie,MX-5 1.6i 16V,B6,JMZNB186200127436,1999-06-02,2020-05-23,,"{""marca_orig"": ""MAZDA"", ""modello_orig"": ""MX-5 1ª serie"", ""versione_orig"": ""MX-5 1.6i 16V""}"
BD149NK,5cdd15a7-39ad-4ff0-ae6a-db17cdd8afc7,FIAT,Punto,85 16V 5p. ELX,176B9000,ZFA17600004908294,1999-05-21,2019-07-31,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Punto"", ""versione_orig"": ""85 16V 5p. ELX""}"
BD315BS,cfa6b651-f793-4f6c-9683-1331f151b25a,AUDI,A4,1.8 T,AJL,WAUZZZ8DZXA256536,1999-04-22,2015-06-30,,"{""marca_orig"": ""Audi"", ""modello_orig"": ""A4"", ""versione_orig"": ""1.8 T""}"
BD335WC,0e46aabd-6bf5-4403-a451-3d066df4ca03,,,,,WBD9034121P852458,1999-06-26,2016-03-16,,"{""altro"": ""SPRINTER CAMPER""}"
BD576LT,778b51d7-2670-4e15-9f45-bf8e1834fc4d,FIAT,600,0.9 iE,1170A1046,ZFA18700000242207,1999-05-28,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""600"", ""versione_orig"": ""0.9 iE""}"
BD662EY,64fc1a88-1932-4921-828f-c173a3019a98,FIAT,Ducato (2ª serie),Ducato Maxi 2.8 TD PL-TMA Furgone GV,814043,ZFA23000005729455,1999-04-22,2019-11-06,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (2ª serie)"", ""versione_orig"": ""Ducato Maxi 2.8 TD PL-TMA Furgone GV""}"
BD703EY,960440cc-9f74-4e09-b7aa-c1158ee38894,FIAT,Ducato (2ª serie),Ducato Maxi 2.8 TD PL-TMA Furgone GV,814043,ZFA23000005699983,1999-04-22,2020-02-06,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (2ª serie)"", ""versione_orig"": ""Ducato Maxi 2.8 TD PL-TMA Furgone GV"", ""altro"": ""COMBI 9P.""}"
BD827EF,4163d89a-a20f-4a2b-9cf3-002de99dfca9,BMW,Z3,1.9 16V Roadster,1940,WBACH71000LA42485,1999-04-23,2019-04-03,,"{""marca_orig"": ""BMW"", ""modello_orig"": ""Z3"", ""versione_orig"": ""1.9 16V Roadster""}"
BD918NN,5d491537-3884-467c-80fe-756911af62d3,FORD,Transit,2.5 TD,4EC,WFOAXXGBVAWG42296,1999-06-02,,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""Transit"", ""versione_orig"": ""2.5 TD""}"
BE134DK,beb2c78c-f9bc-4189-ad5a-2c86f1daa937,FIAT,Marea,105 JTD Weekend ELX,182B4000,ZFA18500000324007,1999-06-18,2019-10-01,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Marea"", ""versione_orig"": ""105 JTD Weekend ELX""}"
BE235EZ,03413619-eee9-4e4d-9bff-f44df9599f7e,VOLKSWAGEN,Lupo,1.4,AKQ,WVWZZZ6XZYW007426,1999-07-07,2015-06-15,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Lupo"", ""versione_orig"": ""1.4""}"
BE800EZ,4d9bdeb1-e9a4-44ed-96a3-9fb5354100c2,FIAT,Bravo,1.2 80 SX,182B2000,ZFA18200004880460,1999-07-21,2015-10-14,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Bravo"", ""versione_orig"": ""1.2 80 SX""}"
BF336SV,53d2aae9-64d5-4757-98c5-156f6e5c986a,OPEL,Corsa,1,X10XE,WOLOSBFO8X4117911,1999-10-06,2016-12-21,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Corsa"", ""versione_orig"": ""1""}"
BF346NC,54a0d0ca-cc59-4ac5-ac2b-99263600569c,MERCEDES-BENZ,Classe SL    (R129),SL 280,104943,WDB1290581F170706,1999-10-05,2013-09-26,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Classe SL    (R129)"", ""versione_orig"": ""SL 280""}"
BF618DB,4d9bdeb1-e9a4-44ed-96a3-9fb5354100c2,FIAT,Panda,0.9 L iE,1170A1046,A018412MN170999,1999-07-28,2017-06-03,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Panda"", ""versione_orig"": ""0.9 L iE""}"
BF769NZ,8f61a277-5e82-4f8f-a5ec-e5b587590999,FIAT,Panda,0.9 L iE,1170A1046,ZFA141A0001648271,1999-09-30,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Panda"", ""versione_orig"": ""0.9 L iE""}"
BF885DC,88abd56c-60d9-4869-972a-247e190064ab,NISSAN,Pick Up,2.5 TD,TD25,JN1BGUD22U0009167,1999-09-10,2015-09-30,,"{""marca_orig"": ""Nissan"", ""modello_orig"": ""Pick Up"", ""versione_orig"": ""2.5 TD""}"
BG036NT,785df324-7e75-4d5e-ab1b-02dc9e6f300c,IVECO,Daily,35C13 2.8 JTD (3000mm),814043S,,,,,"{""marca_orig"": ""Iveco"", ""modello_orig"": ""Daily"", ""versione_orig"": ""35C13 2.8 JTD (3000mm)""}"
BG117NJ,ee2056f7-2d95-48a4-aad0-8d4206190137,FIAT,Punto,1.2 60,188A4000,,,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Punto"", ""versione_orig"": ""1.2 60""}"
BG134NP,75308a78-e364-417f-912c-f907b8c27038,VOLKSWAGEN,Golf,1.9 TDi,AHF,WVWZZZ1JZYW215791,1999-12-31,2016-08-10,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Golf"", ""versione_orig"": ""1.9 TDi""}"
BG171NS,31c84040-166d-405b-9f7c-1cabddf8b4e8,NISSAN,Cabstar (2ª serie),Cabstar 95.28 2.7 Td PC Autocarro L,TD27,VWASAFTL0X1109457,1999-11-23,2021-10-08,,"{""marca_orig"": ""NISSAN"", ""modello_orig"": ""Cabstar (2ª serie)"", ""versione_orig"": ""Cabstar 95.28 2.7 Td PC Autocarro L"", ""altro"": ""CC 2283 - KW 54""}"
BG235TK,97e69d74-53d8-41ed-919a-c146a49045c6,,,,,,,,,"{""altro"": ""GOLF SW""}"
BG398TL,003d5ea5-68b2-461f-a19e-a7b1788b136e,RENAULT,Kangoo,1.9 D,F8Q630,VF1FC0EAF21594065,2000-01-07,2016-05-20,,"{""marca_orig"": ""Renault"", ""modello_orig"": ""Kangoo"", ""versione_orig"": ""1.9 D""}"
BG450TL,c1d847fd-1519-4e0f-9116-3a0dddb84979,HYUNDAI,Atos,Prime 1.0 12V GLS,G4HC,KMHAH51GPYU022183,2000-01-11,2020-12-16,,"{""marca_orig"": ""HYUNDAI"", ""modello_orig"": ""Atos"", ""versione_orig"": ""Prime 1.0 12V GLS""}"
BG634NM,243c2886-eb54-47e7-b2af-fe7ba58e1a3b,OPEL,Zafira,2.0 Di,X20DTL,WOLOTGF75Y2072486,1999-12-16,,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Zafira"", ""versione_orig"": ""2.0 Di""}"
BG678TJ,69cf7f68-e431-4914-a764-c5aa6959b48a,FIAT,Panda 1ª serie,900 i.e. Young,1170A1046,ZFA141A0001660338,1999-11-24,2021-11-15,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 1ª serie"", ""versione_orig"": ""900 i.e. Young""}"
BH110WC,ea13494d-eea4-423c-9efa-599441fcab29,HONDA,CR-V,2.0 RVSi (4x4),B20Z1,JHLRD1750XC246247,2000-01-10,2018-01-10,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""CR-V"", ""versione_orig"": ""2.0 RVSi (4x4)""}"
BH173PT,ef15e601-fa5a-47f6-b792-6f05e9feb1f6,BMW,Z3,1.9 16V Roadster,1940,,,,,"{""marca_orig"": ""BMW"", ""modello_orig"": ""Z3"", ""versione_orig"": ""1.9 16V Roadster""}"
BH254WD,f8ff0075-b237-445b-9987-b859ab241a9f,PEUGEOT,206,1.1 3p. XR,HFZ,VF32CHFZE40694379,2000-01-12,2018-03-01,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""206"", ""versione_orig"": ""1.1 3p. XR""}"
BH260KS,3722ef42-9d73-4480-9ea9-b7d122b344d1,IVECO,Daily (1996-2001),Daily 35.12 2.8 TDI PL Cab. Classic,814043,ZCFC357200D113021,1999-12-30,2019-12-03,,"{""marca_orig"": ""IVECO"", ""modello_orig"": ""Daily (1996-2001)"", ""versione_orig"": ""Daily 35.12 2.8 TDI PL Cab. Classic""}"
BH328TN,5d25d85d-c179-4731-b6ba-9885709a793e,FIAT,Punto,1.2 60,188A4000,ZFA18800002060241,2000-02-03,2015-06-18,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Punto"", ""versione_orig"": ""1.2 60""}"
BH371VN,4cf17a35-5ca7-4286-a93d-1d40da1ef749,MERCEDES-BENZ,Classe E,E270 2.7 CDi,612961,WDB2100161B159886,2000-06-15,,,"{""marca_orig"": ""Mercedes"", ""modello_orig"": ""Classe E"", ""versione_orig"": ""E270 2.7 CDi""}"
BH417WY,7daff979-0f47-4d61-94bb-1587e816082a,DAIHATSU,Terios,1.3 16V DB/AC,HCEJ,JDAJ100G000555942,2000-03-07,2020-03-12,,"{""marca_orig"": ""DAIHATSU"", ""modello_orig"": ""Terios"", ""versione_orig"": ""1.3 16V DB/AC""}"
BH687PK,5194e5ca-160d-4901-9250-a980aa61b6fc,MERCEDES-BENZ,CLK,CLK200 2.0 Kompressor,111944,WDB2084451T038240,2000-01-04,2015-07-20,,"{""marca_orig"": ""Mercedes"", ""modello_orig"": ""CLK"", ""versione_orig"": ""CLK200 2.0 Kompressor""}"
BH742KT,4717cfcc-e2ca-458f-bb6d-00da31ae3043,PEUGEOT,206,1.4 5p. XR,"KFW,KFX,TU3JP",VF32AKFXE40776318,2000-03-13,2016-08-26,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""206"", ""versione_orig"": ""1.4 5p. XR""}"
BH813KT,d2779d5e-fb80-405f-8708-0e0a2bf9695a,CITROËN,Berlingo,1.9 D 3p. 800 Entreprise Liv.B,"WJY,DW8B",VF7MCWJZF65464666,2000-05-11,2025-03-04,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Berlingo"", ""versione_orig"": ""1.9 D 3p. 800 Entreprise Liv.B""}"
BH884KS,0052eda6-6691-422b-9ab0-a2e664f09380,NISSAN,Micra,1.5,TD15,SJNFCAK11U3171325,1999-04-23,2015-06-04,,"{""marca_orig"": ""Nissan"", ""modello_orig"": ""Micra"", ""versione_orig"": ""1.5""}"
BH961XD,e3b4b6fa-ae90-4d6b-8868-1e20a5e1de43,FIAT,Ducato (2ª serie),Ducato Maxi 2.8 TD PL-TMA Furgone GV,814043,ZFA23000005817012,2000-02-25,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (2ª serie)"", ""versione_orig"": ""Ducato Maxi 2.8 TD PL-TMA Furgone GV""}"
